astronomy.asteroid_group.asteroid_group_founding_member	astronomy.asteroid_group	astronomy.asteroid
astronomy.asteroid_group.asteroid_group_members	astronomy.asteroid_group	astronomy.asteroid
astronomy.asteroid_spectral_type.asteroids_of_this_type	astronomy.asteroid_spectral_type	astronomy.asteroid
astronomy.astronomer.astronomical_objects_discovered	astronomy.astronomer	astronomy.astronomical_discovery
astronomy.astronomical_discovery.discoverer	astronomy.astronomical_discovery	astronomy.astronomer
astronomy.astronomical_discovery.discovery_organization	astronomy.astronomical_discovery	astronomy.astronomical_survey_project_organization
astronomy.astronomical_discovery.discovery_site	astronomy.astronomical_discovery	astronomy.astronomical_observatory
astronomy.astronomical_discovery.discovery_technique	astronomy.astronomical_discovery	astronomy.astronomical_discovery_technique
astronomy.astronomical_discovery.status	astronomy.astronomical_discovery	astronomy.astronomical_discovery_status
astronomy.astronomical_discovery_status.objects	astronomy.astronomical_discovery_status	astronomy.astronomical_discovery
astronomy.astronomical_discovery_technique.astronomical_discoveries_by_this_method	astronomy.astronomical_discovery_technique	astronomy.astronomical_discovery
astronomy.astronomical_observatory.discoveries	astronomy.astronomical_observatory	astronomy.astronomical_discovery
astronomy.astronomical_observatory.telescope_s	astronomy.astronomical_observatory	astronomy.telescope
astronomy.astronomical_survey_project_organization.celestial_objects_discovered	astronomy.astronomical_survey_project_organization	astronomy.astronomical_discovery
astronomy.astronomical_survey_project_organization.observatory	astronomy.astronomical_survey_project_organization	astronomy.astronomical_observatory
astronomy.celestial_object.artificial_satellites	astronomy.celestial_object	spaceflight.satellite
astronomy.celestial_object.category	astronomy.celestial_object	astronomy.celestial_object_category
astronomy.celestial_object.locations	astronomy.celestial_object	astronomy.extraterrestrial_location
astronomy.celestial_object_category.objects	astronomy.celestial_object_category	astronomy.celestial_object
astronomy.celestial_object_category.subcategories	astronomy.celestial_object_category	astronomy.celestial_object_category
astronomy.celestial_object_category.subcategory_of	astronomy.celestial_object_category	astronomy.celestial_object_category
astronomy.celestial_object_with_coordinate_system.planetographic_coordinate_system	astronomy.celestial_object_with_coordinate_system	astronomy.planetographic_coordinate_system
astronomy.comet.comet_group	astronomy.comet	astronomy.comet_group
astronomy.comet.meteor_shower_spawned	astronomy.comet	astronomy.meteor_shower
astronomy.comet_group.comet	astronomy.comet_group	astronomy.comet
astronomy.constellation.bordering_constellations_new..astronomy.constellation_bordering_relationship.constellations	astronomy.constellation	astronomy.constellation
astronomy.constellation.contains	astronomy.constellation	astronomy.star
astronomy.constellation.galaxies_observed_in_constellation	astronomy.constellation	astronomy.galaxy
astronomy.constellation.meteor_showers	astronomy.constellation	astronomy.meteor_shower
astronomy.dwarf_planet.star_system	astronomy.dwarf_planet	astronomy.star_system
astronomy.extraterrestrial_location.contained_by	astronomy.extraterrestrial_location	astronomy.extraterrestrial_location
astronomy.extraterrestrial_location.contains	astronomy.extraterrestrial_location	astronomy.extraterrestrial_location
astronomy.extraterrestrial_location.on_celestial_object	astronomy.extraterrestrial_location	astronomy.celestial_object
astronomy.extraterrestrial_location.type_of_planetographic_feature	astronomy.extraterrestrial_location	astronomy.type_of_planetographic_feature
astronomy.galactic_cluster.galaxy_groups	astronomy.galactic_cluster	astronomy.galactic_group
astronomy.galactic_cluster.galaxy_supercluster	astronomy.galactic_cluster	astronomy.galactic_super_cluster
astronomy.galactic_filament.galaxy_superclusters	astronomy.galactic_filament	astronomy.galactic_super_cluster
astronomy.galactic_group.galaxies_in_group	astronomy.galactic_group	astronomy.galaxy
astronomy.galactic_group.galaxy_cluster	astronomy.galactic_group	astronomy.galactic_cluster
astronomy.galactic_interaction_status.galactic_interactions..astronomy.galactic_interaction.galaxy	astronomy.galactic_interaction_status	astronomy.galaxy
astronomy.galactic_interaction_status.galactic_interactions..astronomy.galactic_interaction.interaction_type	astronomy.galactic_interaction_status	astronomy.galactic_interaction_type
astronomy.galactic_interaction_type.galaxy_s_interacting_this_way..astronomy.galactic_interaction.galaxy	astronomy.galactic_interaction_type	astronomy.galaxy
astronomy.galactic_interaction_type.galaxy_s_interacting_this_way..astronomy.galactic_interaction.status	astronomy.galactic_interaction_type	astronomy.galactic_interaction_status
astronomy.galactic_shape.galaxies_of_this_shape	astronomy.galactic_shape	astronomy.galaxy_classification_code
astronomy.galactic_super_cluster.galaxy_clusters	astronomy.galactic_super_cluster	astronomy.galactic_cluster
astronomy.galactic_super_cluster.galaxy_filament	astronomy.galactic_super_cluster	astronomy.galactic_filament
astronomy.galaxy.constellation	astronomy.galaxy	astronomy.constellation
astronomy.galaxy.galactic_group	astronomy.galaxy	astronomy.galactic_group
astronomy.galaxy.galaxy_classification_hubble	astronomy.galaxy	astronomy.galaxy_classification_code
astronomy.galaxy.interaction..astronomy.galactic_interaction.galaxy	astronomy.galaxy	astronomy.galaxy
astronomy.galaxy.interaction..astronomy.galactic_interaction.interaction_type	astronomy.galaxy	astronomy.galactic_interaction_type
astronomy.galaxy.interaction..astronomy.galactic_interaction.status	astronomy.galaxy	astronomy.galactic_interaction_status
astronomy.galaxy.satellite_galaxies	astronomy.galaxy	astronomy.satellite_galaxy
astronomy.galaxy_classification_code.galaxies_of_this_code	astronomy.galaxy_classification_code	astronomy.galaxy
astronomy.galaxy_classification_code.galaxy_shape	astronomy.galaxy_classification_code	astronomy.galactic_shape
astronomy.meteor_shower.radiant	astronomy.meteor_shower	astronomy.constellation
astronomy.meteor_shower.source_of_meteor_shower	astronomy.meteor_shower	astronomy.comet
astronomy.meteoric_composition.meteorites	astronomy.meteoric_composition	astronomy.meteorite
astronomy.meteorite.meteorite_composition	astronomy.meteorite	astronomy.meteoric_composition
astronomy.meteorite.meteorite_discovery_location	astronomy.meteorite	location.location
astronomy.meteorite.meteorite_fall_location	astronomy.meteorite	location.location
astronomy.meteorite.meteorite_observer	astronomy.meteorite	people.person
astronomy.meteorite.source_celestial_body	astronomy.meteorite	astronomy.meteorite_source
astronomy.meteorite_source.meteorites	astronomy.meteorite_source	astronomy.meteorite
astronomy.near_earth_object.near_earth_object_classification	astronomy.near_earth_object	astronomy.near_earth_object_classification
astronomy.near_earth_object_classification.near_earth_objects	astronomy.near_earth_object_classification	astronomy.near_earth_object
astronomy.orbit_type.orbiting_bodies	astronomy.orbit_type	astronomy.orbital_relationship
astronomy.orbital_relationship.orbit_type	astronomy.orbital_relationship	astronomy.orbit_type
astronomy.orbital_relationship.orbited_by	astronomy.orbital_relationship	astronomy.orbital_relationship
astronomy.orbital_relationship.orbits	astronomy.orbital_relationship	astronomy.orbital_relationship
astronomy.planetographic_coordinate_system.celestial_object	astronomy.planetographic_coordinate_system	astronomy.celestial_object_with_coordinate_system
astronomy.planetographic_coordinate_system.prime_meridian_feature	astronomy.planetographic_coordinate_system	astronomy.extraterrestrial_location
astronomy.plutoid.star_system	astronomy.plutoid	astronomy.star_system
astronomy.satellite_galaxy.satellite_of_this_galaxy	astronomy.satellite_galaxy	astronomy.galaxy
astronomy.spectral_type.celestial_objects_of_this_spectral_type	astronomy.spectral_type	astronomy.star
astronomy.star.constellation	astronomy.star	astronomy.constellation
astronomy.star.spectral_type	astronomy.star	astronomy.spectral_type
astronomy.star.star_system	astronomy.star	astronomy.star_system
astronomy.star_system.constellation	astronomy.star_system	astronomy.constellation
astronomy.star_system.dwarf_planets	astronomy.star_system	astronomy.dwarf_planet
astronomy.star_system.planetary_system	astronomy.star_system	astronomy.star_system_body
astronomy.star_system.planets	astronomy.star_system	astronomy.planet
astronomy.star_system.plutoids	astronomy.star_system	astronomy.plutoid
astronomy.star_system.stars	astronomy.star_system	astronomy.star
astronomy.star_system_body.star_system	astronomy.star_system_body	astronomy.star_system
astronomy.telescope.housed_in	astronomy.telescope	astronomy.astronomical_observatory
astronomy.telescope.operational_platform	astronomy.telescope	astronomy.telescope_platform
astronomy.telescope.type_of_telescope	astronomy.telescope	astronomy.telescope_type
astronomy.telescope_platform.telescopes_based_on_this	astronomy.telescope_platform	astronomy.telescope
astronomy.telescope_principle_type.telescopic_classifications_of_this_technique	astronomy.telescope_principle_type	astronomy.telescope_type
astronomy.telescope_type.higher_classification	astronomy.telescope_type	astronomy.telescope_type
astronomy.telescope_type.lower_telescope_classification	astronomy.telescope_type	astronomy.telescope_type
astronomy.telescope_type.telescopes_of_this_type	astronomy.telescope_type	astronomy.telescope
astronomy.telescope_type.telescopic_principle	astronomy.telescope_type	astronomy.telescope_principle_type
astronomy.trans_neptunian_object.region	astronomy.trans_neptunian_object	astronomy.trans_neptunian_region
astronomy.trans_neptunian_region.trans_neptunian_objects	astronomy.trans_neptunian_region	astronomy.trans_neptunian_object
astronomy.type_of_planetographic_feature.included_in	astronomy.type_of_planetographic_feature	astronomy.type_of_planetographic_feature
astronomy.type_of_planetographic_feature.includes	astronomy.type_of_planetographic_feature	astronomy.type_of_planetographic_feature
astronomy.type_of_planetographic_feature.planetographic_features_of_this_type	astronomy.type_of_planetographic_feature	astronomy.extraterrestrial_location
atom.feed.author	atom.feed	atom.feed_person
atom.feed.categories	atom.feed	atom.feed_category
atom.feed.items	atom.feed	atom.feed_item
atom.feed_item.feed	atom.feed_item	atom.feed
automotive.automotive_class.examples	automotive.automotive_class	automotive.model
automotive.company.make_s	automotive.company	automotive.make
automotive.company.manufacturing_plants	automotive.company	automotive.manufacturing_plant
automotive.designer.automobiles_designed	automotive.designer	automotive.generation
automotive.engine.engine_type	automotive.engine	automotive.engine_type
automotive.engine.fuel_delivery	automotive.engine	automotive.fuel_delivery_method
automotive.engine.fuels_used	automotive.engine	automotive.fuel
automotive.engine.make	automotive.engine	automotive.make
automotive.engine_type.used_in	automotive.engine_type	automotive.engine
automotive.fuel.engines	automotive.fuel	automotive.engine
automotive.generation.designer	automotive.generation	automotive.designer
automotive.generation.make	automotive.generation	automotive.make
automotive.generation.manufacturing_plant	automotive.generation	automotive.manufacturing_plant
automotive.generation.markets	automotive.generation	location.country
automotive.generation.model	automotive.generation	automotive.model
automotive.generation.models	automotive.generation	automotive.model
automotive.generation.platforms	automotive.generation	automotive.platform
automotive.generation.predecessor	automotive.generation	automotive.generation
automotive.generation.successor	automotive.generation	automotive.generation
automotive.generation.years	automotive.generation	automotive.model_year
automotive.generation.years_produced	automotive.generation	measurement_unit.time_interval
automotive.make.model_s	automotive.make	automotive.model
automotive.make.parent_company	automotive.make	automotive.company
automotive.manufacturing_plant.company	automotive.manufacturing_plant	automotive.company
automotive.manufacturing_plant.location	automotive.manufacturing_plant	location.location
automotive.manufacturing_plant.models_manufactured..automotive.manufacturing_plant_model_relationship.model	automotive.manufacturing_plant	automotive.model
automotive.model.automotive_class	automotive.model	automotive.automotive_class
automotive.model.generations	automotive.model	automotive.generation
automotive.model.make	automotive.model	automotive.make
automotive.model.manufactured_at..automotive.manufacturing_plant_model_relationship.manufacturing_plant	automotive.model	automotive.manufacturing_plant
automotive.model.model_years	automotive.model	automotive.model_year
automotive.model.predecessor	automotive.model	automotive.model
automotive.model.related	automotive.model	automotive.model
automotive.model.related_models..automotive.similar_automobile_models.related_model	automotive.model	automotive.model
automotive.model.similar	automotive.model	automotive.model
automotive.model.successor	automotive.model	automotive.model
automotive.model_year.generation	automotive.model_year	automotive.generation
automotive.model_year.make	automotive.model_year	automotive.make
automotive.model_year.model	automotive.model_year	automotive.model
automotive.model_year.next_model_year	automotive.model_year	automotive.model_year
automotive.model_year.previous_model_year	automotive.model_year	automotive.model_year
automotive.model_year.trim_levels	automotive.model_year	automotive.trim_level
automotive.platform.generations	automotive.platform	automotive.generation
automotive.platform.predecessor	automotive.platform	automotive.platform
automotive.platform.related	automotive.platform	automotive.platform
automotive.platform.successor	automotive.platform	automotive.platform
automotive.privately_owned_vehicle.exterior_color	automotive.privately_owned_vehicle	automotive.exterior_color
automotive.privately_owned_vehicle.interior..automotive.upholstery.color	automotive.privately_owned_vehicle	visual_art.color
automotive.privately_owned_vehicle.interior..automotive.upholstery.material	automotive.privately_owned_vehicle	engineering.material
automotive.privately_owned_vehicle.make	automotive.privately_owned_vehicle	automotive.make
automotive.privately_owned_vehicle.model	automotive.privately_owned_vehicle	automotive.model
automotive.privately_owned_vehicle.owner	automotive.privately_owned_vehicle	people.person
automotive.transmission.classification	automotive.transmission	automotive.transmission_type
automotive.transmission_type.transmissions	automotive.transmission_type	automotive.transmission
automotive.trim_level.model_year	automotive.trim_level	automotive.model_year
aviation.accident_type.aircraft_accidents_of_this_type	aviation.accident_type	aviation.airliner_accident
aviation.aircraft.model	aviation.aircraft	aviation.aircraft_model
aviation.aircraft_designer.aircraft_models_designed	aviation.aircraft_designer	aviation.aircraft_model
aviation.aircraft_line.models_in_line	aviation.aircraft_line	aviation.aircraft_model
aviation.aircraft_manufacturer.aircraft_models_made	aviation.aircraft_manufacturer	aviation.aircraft_model
aviation.aircraft_model.accidents	aviation.aircraft_model	aviation.airliner_accident
aviation.aircraft_model.aircraft	aviation.aircraft_model	aviation.aircraft
aviation.aircraft_model.aircraft_type	aviation.aircraft_model	aviation.aircraft_type
aviation.aircraft_model.comparable_aircraft	aviation.aircraft_model	aviation.comparable_aircraft_relationship
aviation.aircraft_model.comparable_aircraft..aviation.comparable_aircraft_relationship.aircraft	aviation.aircraft_model	aviation.aircraft_model
aviation.aircraft_model.designed_by	aviation.aircraft_model	aviation.aircraft_designer
aviation.aircraft_model.engine_type	aviation.aircraft_model	aviation.aircraft_engine_type
aviation.aircraft_model.manufacturer	aviation.aircraft_model	aviation.aircraft_manufacturer
aviation.aircraft_model.number_owned_by..aviation.aircraft_ownership_count.aircraft_owner	aviation.aircraft_model	aviation.aircraft_owner
aviation.aircraft_model.parent_aircraft_model	aviation.aircraft_model	aviation.aircraft_model
aviation.aircraft_model.part_of_line	aviation.aircraft_model	aviation.aircraft_line
aviation.aircraft_model.status..aviation.aircraft_status.military_service	aviation.aircraft_model	military.armed_force
aviation.aircraft_model.unit_cost..measurement_unit.monetary_range.currency	aviation.aircraft_model	finance.currency
aviation.aircraft_model.variants	aviation.aircraft_model	aviation.aircraft_model
aviation.aircraft_owner.aircraft_fleet_composition..aviation.aircraft_ownership_count.aircraft_model	aviation.aircraft_owner	aviation.aircraft_model
aviation.aircraft_type.aircraft_of_this_type	aviation.aircraft_type	aviation.aircraft_model
aviation.airline.IATA_designator	aviation.airline	aviation.iata_airline_designator
aviation.airline.ICAO_designator	aviation.airline	aviation.icao_airline_designator
aviation.airline.accidents	aviation.airline	aviation.airliner_accident
aviation.airline.airports_served..aviation.airline_airport_presence.airport	aviation.airline	aviation.airport
aviation.airline.airports_served..aviation.airline_airport_presence.cities_served	aviation.airline	location.citytown
aviation.airline.alliance	aviation.airline	aviation.airline_alliance
aviation.airline.focus_cities	aviation.airline	aviation.airport
aviation.airline.hubs	aviation.airline	aviation.airport
aviation.airline_alliance.member_airlines	aviation.airline_alliance	aviation.airline
aviation.airliner_accident.accident_site	aviation.airliner_accident	location.location
aviation.airliner_accident.accident_type	aviation.airliner_accident	aviation.accident_type
aviation.airliner_accident.aircraft..aviation.aviation_incident_aircraft_relationship.aircraft_model	aviation.airliner_accident	aviation.aircraft_model
aviation.airliner_accident.aircraft..aviation.aviation_incident_aircraft_relationship.flight_destination	aviation.airliner_accident	aviation.airport
aviation.airliner_accident.aircraft..aviation.aviation_incident_aircraft_relationship.flight_origin	aviation.airliner_accident	aviation.airport
aviation.airliner_accident.aircraft..aviation.aviation_incident_aircraft_relationship.operator	aviation.airliner_accident	aviation.aircraft_owner
aviation.airliner_accident.aircraft_type	aviation.airliner_accident	aviation.aircraft_model
aviation.airliner_accident.flight_destination	aviation.airliner_accident	location.location
aviation.airliner_accident.flight_origin	aviation.airliner_accident	location.location
aviation.airliner_accident.operator	aviation.airliner_accident	aviation.airline
aviation.airport.airlines..aviation.airline_airport_presence.airline	aviation.airport	aviation.airline
aviation.airport.airlines..aviation.airline_airport_presence.cities_served	aviation.airport	location.citytown
aviation.airport.airport_type	aviation.airport	aviation.airport_type
aviation.airport.focus_city_for	aviation.airport	aviation.airline
aviation.airport.hub_for	aviation.airport	aviation.airline
aviation.airport.operator	aviation.airport	aviation.airport_operator
aviation.airport.runway_information..aviation.airport_runway.surface	aviation.airport	aviation.airport_runway_surface
aviation.airport.serves	aviation.airport	location.location
aviation.airport.serves..location.location.geolocation	aviation.airport	location.geocode
aviation.airport.serves..location.location.nearby_airports	aviation.airport	aviation.airport
aviation.airport.serves..location.location.time_zones	aviation.airport	time.time_zone
aviation.airport.serves..location.mailing_address.citytown	aviation.airport	location.location
aviation.airport.serves..location.mailing_address.country	aviation.airport	location.country
aviation.airport.serves..location.mailing_address.postal_code	aviation.airport	location.postal_code
aviation.airport.serves..location.mailing_address.state_province_region	aviation.airport	location.administrative_division
aviation.airport.terminals	aviation.airport	aviation.airport_terminal
aviation.airport_operator.airports_operated	aviation.airport_operator	aviation.airport
aviation.airport_runway_surface.runways..aviation.airport_runway.airport	aviation.airport_runway_surface	aviation.airport
aviation.airport_terminal.airport	aviation.airport_terminal	aviation.airport
aviation.airport_type.airports_of_this_type	aviation.airport_type	aviation.airport
aviation.aviation_waypoint.waypoint_type	aviation.aviation_waypoint	aviation.waypoint_type
aviation.comparable_aircraft_relationship.aircraft	aviation.comparable_aircraft_relationship	aviation.aircraft_model
aviation.iata_airline_designator.airline	aviation.iata_airline_designator	aviation.airline
aviation.icao_airline_designator.airline	aviation.icao_airline_designator	aviation.airline
aviation.waypoint_type.waypoints_of_this_type	aviation.waypoint_type	aviation.aviation_waypoint
award.award.achievement_levels	award.award	award.award_achievement_level
award.award.award_announcements	award.award	award.award_announcement
award.award.category	award.award	award.award_category
award.award.ceremony	award.award	award.recurring_award_ceremony
award.award.child_awards	award.award	award.award
award.award.nomination_announcements	award.award	award.award_nomination_announcement
award.award.parent_award	award.award	award.award
award.award.presented_by	award.award	award.award_presenting_organization
award.award_achievement_level.award	award.award_achievement_level	award.award
award.award_achievement_level.higher_level	award.award_achievement_level	award.award_achievement_level
award.award_achievement_level.lower_level	award.award_achievement_level	award.award_achievement_level
